Yorum,Duygu
Beklentiniz çok yüksek olmasýn windows kurulu gelmiyor Ben win10 yükledim performans olarak daha verimli olacaðýný düþündüm Normal nette gezinmek film dizi müzik ofis vs iþleri için uygun hafýzasýný problem etmedim ekstra alacaðýnýz harddiskle gayet iþ görür,0
Bilgisayarda aþýrý ýþýk sýzmasý var maalesef  iade etmeye çalýþacaðým  Bir de çok fazla ýsýnýyor  almayý düþünenlerin dikkatine ,0
Ürünü alalý daha 15 gün olmadý herseyin fiyatý artarken bu ürünün fiyatý yaklaþýk 800 tl aþaðý indi paramý geri veriniz lütfen,0
Ýþletim sistemini düzeltmeye çalýþýnca herbir uygulamada hata veriyor  Diðer markalara yönelin bence ,0
Laptop aldýk ve yazýcý geldi çok maðdur edildik teþekkür ederiz,0
BATARYA ÇOK ÇABUK BÝTÝYOR GÖRÜNTÜ KALÝTES ÝÝYÝ DEÐÝL BEÐENMEDÝM,0
Çok kötü berbat Windows 11 pro yukledim lisanslý ikinci açýlýþýndan itibaren kasmalar donmalar acilmamalar baþladý 2 SSD takicak yer yok PARANÝZLA REZÝL OLMAK ÝSTÝYORUM DÝYORSANÝZ ALÝN KESÝNLÝKLE UZAK DURULMASÝ GEREKEN BÝR CÝHAZ kargosu desen ayrý kepazelik yarýn kapýnda uygulamasý ile aldým gece yarýsý getirecekti nerdeyse,0
Ekranýmda ölü pikseller mevcut   iade talebi oluþturdum  ,0
Ürünü deneyimleme þansým olmadý ama fanlarýn pc altýnda olmasý mantýklý bir iþ deðil Asýl konu tarafýma tozlu üzerinde bantlarý olmayan kasa ile ekran arasýnda ufak darbe benzeri yapý mevcut olan bilgisayar gönderilmesi  O yüzden puaným 1   Gpn teknolojiyi aradým teli açan yok mesaj attým deðiþim yapalým diye iade edin dediler  Þükür iade kabul ettilerde kurtuldum  Gpn teknolojiyi özellikle tavsiye etmiyorum  ,0
Ürün güzel çalýþýyor fakat wi-fi çalýþmýyor destekle irtibata geçtim sürücüyü güncelle diyor sürücü yüklerken hata veriyor servise gideceðim,0
bekleyin arkadaþlar fiyatý ne olursa olsun süreli indirime koyarlarsa son ana kadar almayýn fiyatý kesinlikle 500-1000 düþecektir çakallýk yapýyorlar,0
Casper almayýn ,0
"Ürün ofis amaçlý müthiþ bir laptop ona diyecek bir þey yok fakat sorun satýcýnýn ve asusun ürün ile ilgili doðru bilgi vermemesi  Ürünün hiçbir yerde kutu açýlýmý yok  Sitesinde bellek özellikleri doðru yazmýyor  Söylediklerine göre içindeki 1TB M2 SSD 3500mb/s ile okumasý gerekiyor ama crystalmark testleri sonuçu max 1800mb/s gördüm  Ha derseniz yetmiyor mu? Gayet yetiyor ama böyle ufak çaplý yanlýþ bilgiler insanýn moralini bozuyor  Gelelim büyük çaplý yanlýþ bilgilere  ""ÜRÜNÜN DOKUNMATÝK EKRANI YOK"" Evet arkadaþlar satýcýya soru sorma kapalý o yüzden eski sorulara bakýp yanýlmayýn  Ryzen 9 6900'lü versiyonunda dokunmatik ekran var fakat bunda yok  Ben var diye almýþtým ama aygýt yöneticinden kontrol ettiðimde olmadýðýný öðrendim  ""V tata tatan""'da 32bin tlye dokunmatik olan versyonu var aklýnýzda bulunsun  Ürünün oyun testlerini yaptýðýmda gta5 orta-çok yüksek ayarlarda güzel bir görüntü kalitesinde 2k'da 25-30fps 1920x1200'de 45-60 fps arasý aldým  Gayet akýcý oynanabiliyor iþten sýkýldýðýnýzda oynayabilirsiniz  Pil performansý hakkýnda pek bir bilgim yok þu anlýk ama ortalama diyebilirim 4-5 saat rahat götürür gibi  Ekran OLED 2 8K 90 Hz görüntü kalitesi müthiþ sizi üzmez  Dizi film izlerken müthiþ zevk veriyor  Kutu içeriði: Laptop  þarj aleti  koruyucu kýlýf  Ethernet to USB TypeA kablo  Kýsaca ürün çok güzel fakat beklentiyi gereksiz yere yükselttikleri için biraz hevesim kursaðýmda kaldý  Ürünü alýcaksanýz ekranýnýn dokunmatik olmadýðýný ve ssdsinin de 1800mb/s olduðunu bilerek almanýzý isterim ",0
Ürünü aldýðým güne ve satýcýya lanet olsun Kerim yýldýrým adlý satýcý Tedarikofisim1 adý ile çalýþýyor Pc yi bunlardan aldým  ekranda kararmalar oldu  iletiþime geçtim Ben o kadar alýþveriþ yaptým  hayatýmda bu kadar ilgisiz satýcý esnaf  kiþilik görmedim  Tamam bakiyoruz  ilgileniyoruz  hallediyoruz diye 3 ay gecistirdiler hepsiburada ile irtibata geçtim Sanki aðýz birliði yapmýþlar gibi onlar da geçiþtirdi Ben böyle bir rezil satýþ görmedim ,0
Ürünü hepsiburada satýn aldýk çok hýzlý bir günde teslim edildi bunda bir problem yok ancak ürünün klavyesin de sýkýntý vardý sýfýr olmasýna raðmen C tuþu hem ton olarak daha koyu hem de hafif içine göcüktü bastýðýnýz da takýlmalara neden oluyordu  Ürünü araþtýrýp severek aldým þimdi deðiþim talepte ettim yeni ürünün gelmesini bekliyorum geldiði zaman yorumu güncelleyeceðim ,0
Ürün hoparlörü bozuk þekilde geldi   Deðiþim istedim yapýlmadý   Para iadesi yaptýlar   Hem zaman kaybettim hem de ayný ürünü daha pahalýya almak zorunda kalýyorum ,0
Ürünün gönderilmesi bir ömür sürdü  Speaker'da cýzýrtý var ,0
fps problemleriyle beraber geldi iade edeceðim iade süreci hakkýnda bilgilendireceðim kargo ya da satýcýyla ilgili olduðunu düþünmüyorum,0
ben bu bilgisayarý bir ay önce bu siteden yine hepsiburada satýcýsýndan 24999 liraya almýþtým ve þimdi görüyorum ki 22000 tl olmuþ tam 3000 tl zararým var bu belki baþkalarý için büyük bir meblað deðildir ama benim için çok büyük bir meblað ve üstelik üniversiteye baþlayacaðým gerçekten sinirlerim bozuldu ,0
Cihaza diyecek lafým yok  Fakat indirimli gibi gösterilip 20 750 ye satýp sonra 18999 a düþürmek satýþ stratejisinden çok kaziklama gbi oliyor hele ki þu devirde  Çoluðumuz çocuðumuz için alýyoruz bu kadar fahis fiyat farký olmamalý  Hepsiburadaya yakýþmadý,0
bilgisayar kaliteli iyi hýzlý  fakat geldikten sonra ancak 3 gün office programlarýný kullanmama izin verdi  þu an için bilgisayarý kullanamyýyorum çünkü asýl amacým office programlarýyla çalýþmak ve office kullanamýyorum,0
512 GB ssd yazýyor 120 GB gözüküyor bu nasýl bir iþ,0
Çok yüksek fan sesi var,0
Kesinlikle tavsiye etmiyorum,0
ürünü f/p olarak deðerlendirmek lazým iþlem süresi gayet güzel açýlýþ hýzlý  ekran tn panel mat soluk eski teknoloji  bilgisayarýn ram'i ofis iþleri için yeterli fan oyun açýldýðýnda ya da iþlemci gerektiðinde fazla sesli çalýþýyor ssd 256 yetersiz ekleme yapýlabiliyor mu bilmiyorum ama gerekli win 11 home yükledim  yükleme yaparken ssd görmedi bios'dan ayarlarla düzeltiliyor videolarý var win 11 gayet stabilize ve güzel çalýþýyor ekran kartý harici eski oyunlarý düþük ayarda oynatýr yenileri oynayacaðýný sanmam oynatsa da bir oyun 100gb hdd yetersiz zaten  fiyatýný göz önune alarak deðerlendirmenizi yapmanýz lazým ofis isleri ve küçük gb oyunlar Ýçin genel olarak giriþ seviyesi notebook guncel oyunlar için 6gb harici ekran kartlý olanlara bakmak lazým ki onlar da bu bilgisayarýn 2 katý pahalý ,0
ürün performans olarak çok kütü bende bilgisayarcýyým þahsý kullanýma aldým fakat iþlemci performansý kütü hatta uygulamarla sürekli uyuma hatasý alýyorum win 11 denedim olmadý   windows 10 da aynasý gerçekten parasý yazýk     kaç tl ekliyerek daha üst bir bilgisayar tavsiye ederim bu modeli hiç tavsiya etmem arkadaþlar,0
Kargocu hasta olabilir evde olmadýðým halde kapýyý býrakýp gitmiþ biri çalýp alsa gitse ne olacak,0
Bilgisayar açýlmýyor bozuk çýktý  Maalesef iade edeceðim ,0
4 gün olmadan bilgisayar da þarj olmama sorunu oldu,0
Böyle pahalý bi cihazýn ilk haftadan eðrilip bükülmesi hiç hoþ deðil  Arkasýndaki dayanak yeri bel veriyor  bir haftalýk bilgisayarý bantlamak zorunda kaldým ,0
bu kadar RE-ZA-LET kargo süreci yaþamadým  sipariþi verdikten sonra 2 hafta geçti ama teslim edilmedi   her seferinde kargo daðýtýmda dendi ama bir türlü gelmedi en sonunda da 4 iþ günü içerisinde 3 - 4 sefer müþteri hizmetleri ile görüþtüm yardýmcý olacaklarýný söylediler ama yardýmcý olamadýlar  en sonunda da bana sormadan kargonuzu Ýade ettiklerini söyledi  benim böyle bir talebim olmadýðý halde ilgili kargo þirketi kargomu iade ettiklerini söylediler  resmen satýnalmak istedim ama Hepsiburada biz bunu sana vermiyoruz dedi  Trajikomik bir deneyim yaþadýk ,0
ürünü pro lisansa çevirirseniz sýkýntý yaþýyorsunuz  bunu bilerek alýn ,0
Bu aldýðým 2  Ürün bilgisayarý önce açamadým sonra mousepad çalýþmýyor 1 saat kullandýk pat kapandý açýlmýyor iyice rezillik yaþadýk ,0
Birdaha Huawei mý asla çok aþýrý ýsýnma problemi olan cihazda kurulum aþamasýnda ekranýn içten çatlamasý 1 hafta olmadý alalý 1  Foto deðiþim talebi için göndermeden önce çekildi 2  Foto deðiþim talebim reddedilip tarafýma iade edilince çekildi ekraný dahada kýrýp yollamýþlar,0
Bu ürünü geçen hafta satýn aldýk dalga geçerler gibi Asus i3 gönderdiler geri gönderdik bu arada ürün tam 4 bin tl fiyat arttý ve geri gönderilmiyor 17 bina geri göndermeye çalýþýyorlar hepsi burada gibi bir siteye yazýklar olsun,0
Kameranýn yeri çok kötü  Ilk etapta kamera nin kapniyor olmasi cok iyi fikirmis gibi geldi ama kameranin klavyede olmasi online ders  görüþme vs durumlarinda çok yorucu ve kaliteyi düþürüyor  Klavye boyundaki hersey ekranda görünüyor  Bilseydim almazdým  Birde klavye de ýþýk yok   Bunlarýn dýþýndaki özellikler zaten diðer markalarda da var  Tasarým  estetik  kullanýþlýlýk sýfýr  Hayal kýrýklýðý çok piþman oldum aldýðýma   ,0
Ürünün kurulumu saðlýklý olmadý ve üründe yükleme yarýda kaldý diye hata aldým yükleme de donma oldu tekrar sistem silindi tekrar yüklemeye kalkarken yine dondu huwaei dende hepsi buradan da þikayetçi olacam satýlan üründe sýkýntý var ,0
Tuþlarý  ekran  touchpad hepsi rezalet sakýn almayýn ben aldým bin piþman oldum,0
Ürün çok kaliteli deðil  Özelikle klavyesi  Ona göre alýn ,0
ürün biraz büyük  bir de kameranýn yeri yok kötü klavyeye kamera koymuþlar online iþleri olanlar alamamý bence  boyum göbek gösteriyor bir eller klavyedeyse eller kocaman ekranda beliriyor  bileydim almazdým  birde klavye de ýþýk yok  karanlýkta çalýþanlar var ise bunuda dikkate alsýn bence  bsit þeyleri düþünememiþler bunlarýn dýþýndaki þeyle zaten diðer markalarda da var  estetik ve ince düþünce sýfýr  çok piþman oldum,0
Diðer þeyler iyi de bataryasý çabuk bitiyor,0
O kadar saðlam envanteri bilgisayar olmasýna raðmen basit oyunlarda donmalar yapýyor  fanýn sesi yüksek daha önce monster kullandým daha kaliteliydi fikrimi sorarsanýz bu fiyatta daha kaliteli markalar var tercihiniz bu bilgisayar olmasýn ,0
Merhaba arkadaþlar  Öncelikle çok önemli Bi bilgi paylaþayým ben de burda yorumlarda görüp yaptým yoksa iade edecektim   WÝNDOWS 11 YUKLEYIN   Windows 10 yükledim ve touchpad ile hoparlör çalýþmadý saatlerce uðraþtým çözemedim  Ýade süreci baslattiktan sonra gördüm bundan ve w11 yükledim sorun çözüldü  Ancak ekranda 1 tane ölü piksel var ne yazýkki Bununla beraber iki yerde ýþýk sýzmasý var bu yüzden pek memnun kalmadým sýfýr aldýðým pc nin böyle çýkmasý üzücü  Tabi iþlemci gpu vs bunlara laf yok ama ekran olayý beni üzdü  Alacaklara tavsiye eder miyim bilmiyorum bence iyi düþünün daha güvenilir ve piksel kontrolü yapýp ürün satan markalara yönetebilirsiniz  ama fiyatýna göre özellikleri güzel bir ürün onu da belirteyim ,0
Öncelikle yüksek performans olarak ayarladýðýmýz zaman sarzý 1 saat dayanýyor rezalet dýþarý filan götüremez siniz zaten göruntu olarak 250 nit parlaklýk gündüz için yetersiz,0
Þarjda deðilken yaklaþýk 40 dakikada %100 þarj bitiyor  + olarak çok saçma þekilde en kötü 150-200 fps vermesi gereken oyunlarda nadiren 20-30fpslere düþüyor  yeniden baþlatýnca düzeliyor  Hoparlör direkt çalýþmýyor ama benim yaptýðým eksik birþey olabilir zaten kullanmayacaðým için uðraþmadým  Parlaklýk aþýrý düþük geldi bana en üst seviyeye alsam bile çok koþuk duruyor  En çok korktuðum þey bataryasýnýn aþýrý ötesi ýsýnýyor olmasý koyduðum masayý yakýyor resmen  Umarým bir sýkýntý çýkarmaz ilk günden bu kadar problem çýkardý :((,0
Ekran ilk günden titriyordu  Ýade etmeye çalýþtým ama kabul etmediler  þimdi garanti servisini bekliyorum ve uzun süreceðini söylediler  buradan laptop alýrken iki kere düþünün  özellikle windows yüklü olarak gelmeyenler ,0
Bilgisayarýn klavyesi arýzalý (bir tuþu yerinden çýkýyor ) geldi  Çocuðuma hediye almýþtým  bu nedenle çocuðun tüm heves ve heyecaný kýrýldý  Deðiþim talep ettik  Umarým deðiþimden zorluk çýkarýlmaz  Neticeyi buradan tekrar yazacaðým ,0
Ürünü hepsiburada saticisindan aldim   ancak ürünüm arýzalý geldi   ses kartý yok bulamýyor bilgisayar yani hoparlör donanýmý yok  ayrýca ýþýk sýzmasý var iki yerde ekranýn ortasýnda  iade talebi oluþturduðum geldiði gün bakalým sorunsuz Bi þekilde iade ederim umarým ,0
tek seferde 2 adet sipariþ ettim fakat kargodan tek bir tane ürün çýktý  Tedarikçi firma iki ayrý paket halinde kargoya teslim ettiðini ifade ediyor ama kargo firmasýnýn kayýtlarýnda tek bir paket teslim edilmiþ olduðu görünüyor  Hepsiburada da mevcut kutunun içerisinde iki adet bilgisayar olmasý gerektiðini söylüyor ancak kutunun içinde býrakýn iki adet bilgisayar sýðmasýný bir cep telefonunun daha sýðmasý bile imkansýz  Resmen aklýmýzla dalga geçiyorlar  Tedarikçi firma  hepsiburada ve hepsijet birbirinden farklý þeyler söyleyip topu birbirlerine atýyorlar  sonuç olarak bir bilgisayarýn ücretini ödedim ve elime ulaþmadý ve bu konuyla ilgili kimse birþey yapmýyor ,0
ürünün ekran rengi mat soluk cansýz berbat bir rengi var ve maalesef hiçbir þekilde ayarlanamýyor bu þeklide üretildiði söylendi hp uzmaný tarafýndan üniversite kazanan çoçuðuma almýþtým kendim iþ yerimde lenovo kullanýyorum son derece canlý dinamik ekran görüntüsü var ikisi arasýnda ciddi renk farký var biz piþman olduk alýrken sizler bi kere daha düþünün biz iade edeceðiz  ,0
ürünüm bugün geldi kurulumunu yaptým fakat ürünü pili yok gozukuyor prizden çýkardýðým an kapanýyor çözümü var mýdýr iade mi etmem gerekir,0
Ciddi þekilde ýsýnýyor  Kronik olduðunu söyleyenler var  Tatmin edici bir hýz görmedim açýkçasý  Fiyatý uygundu evet  Aldýktan 2 gün sonra ekstra bir indirime daha girdi  Eðer kargo gelmemiþ olsaydý iade edip tekrardan alacaktým  Çok ciddi bir teste tabi tutmadým ama ilk izlenim olarak orta halli bir pc  Çok büyük beklenti içine girmeyin ,0
Bilgisayarýn ekraný bozuk geldi açtýðým gibi beyaz çizgiler vardý görüntü gelmiyordu,0
Menteþeleri çok ince internette de birsürü þikayet var bunun hakkýnda almanýzý tavsiye ederim,0
Batarya 1 saatte bitiyor almayýn büyük piþmanlýk,0
Ýþletim sistemi kurulumunda sorun veriyor,0
ÝNCE VE HAFÝF OLSUN DÝYE ÇOK SADELEÞTÝRÝLMÝÞ,0
Ürün usb port arýzalý geldi,0
Neden klavye ýþýðý yanmýyor düðmesi yok ideped diye sipariþ alýnýyor,0
Ürün elime 5 günde ulaþtý  Win 10 kurulurken bile 5 defa mavi ekran verip pc kapandý  Kapandýktan sonra 10 dk açýlmýyor güç tuþuna istediðiniz kadar basýn  Bir çok çabayla win10 kurdum ve msý center çok yetersiz olduðunu gördüm  Çünkü ne fan ayarý ne oyun ayarý yapabildim  Numerik tuþ takýmý olmamasý çok kötü klavye küçük kalamýþ  Isýnma problemi mevcut  16 gb ram yapmadýktan sonra online oyunlara girmeyin  Dlss3 baþarýlýr  Ürünü deðiþime gönderdim belki arzalýdýr diye  direkt iade aldýlar  Koruma paketi 7 gün olmasýna raðmen iade edilmedi ,0
Asla tavsiye etmiyorum görsellerden ýsýsýna bakabilirsiniz Pc alev atýyor düz masaüstünde dururken bile 63 derecelere çýkýyor  Aðýr ýsýnma sorunu var ve kasýyor ,0
Ürün FREE dos geliyor sorun burada baþlýyor usb ile yarattýðýnýz windows gpt olduðu için sistem tanýmýyor kuarlen hata veriyor Ýnternete gpt hatasý yazýn çözümü var ama Ýnternet sitesindeki telefonlara cevap vermiyorlar yardým edecek kimse yok kýsacasý bþraþ uðraþtýrýyor  Ramin 8 GB olmasý hayal kýrýklýðý,0
Ben Valorant oyuncusuyum ve bu sistemle gayet güzel kaldýrýyor ama hangi interneti denersem deneyim Ping dalgalanmalarý oluyor almadan önce bir kere daha düþünün derim,0
pc 5 gündür kullanýyom kapagý açýp ram taktýgým için iade etmekle ugraþmicam arkadaþlar ufoya ihtiyacýnýz varsa alabilirsiniz,0
Aþýrý ýsýnma problemi var buda oyunlarda lag girmesine neden oluyor  keþke almasaydým dediðim bir ürün ,0
Malesef bir haftan aþkýn süredir faturaya TC numarasý eklemek için her gün iletiþime geçiyorum ancak bir Robot mesajý ile karþýlaþýyorum  Hepsiburada büyük hayal kýrýklýðý yaþattý ,0
Ürünü hiç beðenmedim inanýlmaz bir ýsýnma ve kasma sorunu var  RTX 4050 makinada nasýl böyle oluyor inanýlýr gibi deðil  Ýade etme hakkým varsa bu hakkýmý kullanmak istiyorum  Ürün daha bugün elime geçti ,0
Ürün açýlýþta güncelleme ekranýnda takýlý kaldý ve hiçbir tepki vermiyor!,0
Ürünü ben aldýktan sonra dolarýn çýkmasýna raðmen indirim yaptýnýz ürünü iade etmek için uðraþmadým ürün gayet güzel fakat satýcý olarak sizi tavsiye etmiyorum RAM yükseltmesi yapardým o paraya,0
Ürünü aldýktan sonra kafalarýna göre zam-indirim yapýyorlar!,0
Ürünü aldým lakin Windows yüklenmiyor ve HP nin hic bir yetkili temsilcisini bulamýyorum,0
Ürünu neredeyse 2 haftadýr kullaniyorum isik huzmeleri mevcut  Tek avantaji fp urun olmasi  Omur boyu bakim garantisi felan tatmin edici bu laptop 1 hafta kadar once yine abra aldým arizalandi iade ettim tekrar aldim bu iyi cikti  Özet olarak alinir mi bence alinir ,0
